iter	MAE
1514	0.1414999158
1515	0.1414945695
1516	0.1414897172
1517	0.1414881153
1518	0.1414865328
1519	0.1414819455
1520	0.1414805466
1521	0.1414755014
1522	0.1414744623
1523	0.1414730108
1524	0.1414715914
1525	0.1414695224
1526	0.1414673024
1527	0.141463795
1528	0.1414621648
1529	0.1414609249
1530	0.1414592295
1531	0.1414580609
1532	0.1414563898
1533	0.1414545855
1534	0.1414507456
1535	0.1414486572
1536	0.1414469062
1537	0.1414448325
1538	0.1414433986
1539	0.1414418267
1540	0.1414404147
1541	0.1414362039
1542	0.1414345019
1543	0.1414332744
1544	0.1414317075
1545	0.1414303505
1546	0.1414287828
1547	0.1414274234
1548	0.1414244101
1549	0.1414229057
1550	0.1414210833
1551	0.141419537
1552	0.1414161655
1553	0.1414142654
1554	0.1414106295
1555	0.1414086424
1556	0.141406131
1557	0.1414048197
1558	0.1414035841
1559	0.1414015028
1560	0.1414002138
1561	0.1413989459
1562	0.1413958195
1563	0.1413909383
1564	0.1413895231
1565	0.1413882819
1566	0.1413870142
1567	0.1413833995
1568	0.1413819247
1569	0.1413806119
1570	0.1413791216
1571	0.1413755054
1572	0.1413738417
1573	0.1413710361
1574	0.1413694047
1575	0.1413669285
1576	0.141365352
1577	0.1413633495
1578	0.1413600263
1579	0.1413563701
1580	0.1413548857
1581	0.1413536687
1582	0.1413525174
1583	0.1413500939
1584	0.1413481278
1585	0.141346354
1586	0.1413434292
1587	0.1413421813
1588	0.1413408751
1589	0.1413393499
1590	0.1413370447
1591	0.141335749
1592	0.1413344158
1593	0.1413328757
1594	0.1413319193
1595	0.1413301482
1596	0.1413271711
1597	0.1413242104
1598	0.1413231988
1599	0.1413204639
1600	0.1413191008
1601	0.1413180792
1602	0.1413160261
1603	0.1413133389
1604	0.141312032
1605	0.1413101316
1606	0.141306852
1607	0.1413040928
1608	0.1413028798
1609	0.1413014781
1610	0.1413001929
1611	0.1412990292
1612	0.1412964366
1613	0.141293248
1614	0.1412917204
1615	0.1412888967
1616	0.1412857067
1617	0.1412823636
1618	0.1412796484
1619	0.1412766725
1620	0.141275705
1621	0.1412743826
1622	0.1412734478
1623	0.1412721386
1624	0.1412688121
1625	0.1412675574
1626	0.1412660876
1627	0.1412644465
1628	0.1412627372
1629	0.1412603487
1630	0.1412589871
1631	0.1412575627
1632	0.1412547299
1633	0.1412522525
1634	0.1412510669
1635	0.1412493722
1636	0.1412472832
1637	0.1412449271
1638	0.141243585
1639	0.1412418406
1640	0.1412383687
1641	0.1412353279
1642	0.1412338883
1643	0.1412323126
1644	0.1412304056
1645	0.1412279921
1646	0.1412259369
1647	0.1412249369
1648	0.141223456
1649	0.1412209914
1650	0.1412187401
1651	0.1412169616
1652	0.1412161545
1653	0.1412148121
1654	0.1412138081
1655	0.1412122247
1656	0.1412104825
1657	0.1412090794
1658	0.1412081719
1659	0.1412066632
1660	0.1412034047
1661	0.1412018531
1662	0.1411994392
1663	0.1411976271
1664	0.1411964652
1665	0.1411948238
1666	0.1411924355
1667	0.1411913506
1668	0.1411889797
1669	0.1411867506
1670	0.1411845141
1671	0.1411820723
1672	0.1411809272
1673	0.1411791251
1674	0.1411773307
1675	0.1411753345
1676	0.1411738585
1677	0.1411721854
1678	0.1411708159
1679	0.1411685539
1680	0.1411677985
1681	0.1411661173
1682	0.1411628544
1683	0.1411614741
1684	0.1411601461
1685	0.1411584447
1686	0.1411571006
1687	0.1411546363
1688	0.1411534551
1689	0.1411509036
1690	0.1411493406
1691	0.1411476746
1692	0.1411466619
1693	0.141145315
1694	0.1411443212
1695	0.1411426512
1696	0.1411417659
1697	0.1411406386
1698	0.1411388372
1699	0.141136409
1700	0.1411344158
1701	0.1411325879
1702	0.1411309866
1703	0.1411289961
1704	0.1411280999
1705	0.1411266255
1706	0.1411253657
1707	0.141123809
1708	0.1411227126
1709	0.1411215224
1710	0.1411205075
1711	0.1411190172
1712	0.141116918
1713	0.1411152954
1714	0.1411142876
1715	0.1411114885
1716	0.1411097018
1717	0.1411075396
1718	0.141106602
1719	0.1411055279
1720	0.1411042116
1721	0.1411029364
1722	0.1411012841
1723	0.141099588
1724	0.1410982053
1725	0.1410963922
1726	0.1410941541
1727	0.1410927268
1728	0.1410912273
1729	0.1410894693
1730	0.1410885398
1731	0.1410863808
1732	0.1410844065
1733	0.1410830018
1734	0.1410808039
1735	0.1410789376
1736	0.1410773117
1737	0.1410758707
1738	0.141073983
1739	0.1410723715
1740	0.141070778
1741	0.1410688987
1742	0.1410677433
1743	0.1410663655
1744	0.1410647129
1745	0.1410621998
1746	0.1410606107
1747	0.1410593417
1748	0.141057929
1749	0.1410565189
1750	0.141054935
1751	0.1410526724
1752	0.1410510016
1753	0.1410490623
1754	0.1410470645
1755	0.1410459277
1756	0.1410435464
1757	0.1410423232
1758	0.1410412448
1759	0.1410400361
1760	0.1410386292
1761	0.1410364231
1762	0.1410346182
1763	0.1410336243
1764	0.1410319256
1765	0.1410301847
1766	0.1410279317
1767	0.1410265245
1768	0.1410247136
1769	0.1410234738
1770	0.1410226238
1771	0.1410216766
1772	0.141019515
1773	0.1410176112
1774	0.1410159815
1775	0.1410143552
1776	0.1410123592
1777	0.1410111066
1778	0.1410100422
1779	0.1410087245
1780	0.1410070849
1781	0.1410057977
1782	0.1410046946
1783	0.1410034177
1784	0.1410019428
1785	0.1410006604
1786	0.1409991723
1787	0.1409976718
1788	0.14099602
1789	0.1409943362
1790	0.1409930203
1791	0.1409912957
1792	0.1409899062
1793	0.1409887136
1794	0.1409867599
1795	0.1409857532
1796	0.1409844912
1797	0.1409831003
1798	0.1409820907
1799	0.1409810784
1800	0.1409801385
1801	0.1409789968
1802	0.1409775217
1803	0.1409758774
1804	0.1409737245
1805	0.1409713985
1806	0.1409702305
1807	0.1409685534
1808	0.1409662287
1809	0.1409652943
1810	0.140964275
1811	0.1409628896
1812	0.1409611209
1813	0.1409597879
1814	0.1409590002
1815	0.1409572785
1816	0.1409563642
1817	0.1409550124
1818	0.140953861
1819	0.1409524309
1820	0.1409509005
1821	0.1409494999
1822	0.1409486528
1823	0.14094712
1824	0.1409450493
1825	0.1409435472
1826	0.1409421259
1827	0.1409403486
1828	0.1409388933
1829	0.140937931
1830	0.1409366034
1831	0.1409346447
1832	0.1409333623
1833	0.1409323639
1834	0.1409312686
1835	0.1409293587
1836	0.1409276686
1837	0.1409262831
1838	0.14092446
1839	0.1409232906
1840	0.1409226346
1841	0.1409214602
1842	0.1409192395
1843	0.1409176248
1844	0.1409162518
1845	0.140915099
1846	0.1409140124
1847	0.1409119328
1848	0.1409110386
1849	0.1409095861
1850	0.1409074052
1851	0.1409060589
1852	0.1409045668
1853	0.1409038089
1854	0.1409022138
1855	0.1409011666
1856	0.1408991419
1857	0.1408968043
1858	0.1408954789
1859	0.1408942907
1860	0.140892784
1861	0.1408917923
1862	0.1408901413
1863	0.1408888629
1864	0.1408874031
1865	0.1408863569
1866	0.1408844269
1867	0.1408832362
1868	0.1408815432
1869	0.1408790677
1870	0.1408784691
1871	0.1408773202
1872	0.1408764247
1873	0.1408756717
1874	0.1408744859
1875	0.140873521
1876	0.1408720114
1877	0.1408709892
1878	0.1408694667
1879	0.1408685017
1880	0.1408671595
1881	0.1408651815
1882	0.140864157
1883	0.140863165
1884	0.140862554
1885	0.1408610026
1886	0.140860363
1887	0.1408593572
1888	0.1408574086
1889	0.1408565469
1890	0.1408546254
1891	0.1408530412
1892	0.1408512348
1893	0.1408500795
1894	0.1408493658
1895	0.1408486458
1896	0.1408468122
1897	0.1408454406
1898	0.1408436363
1899	0.140842404
1900	0.1408415611
1901	0.1408402429
1902	0.1408389924
1903	0.1408380653
1904	0.1408365864
1905	0.1408351774
1906	0.140834191
1907	0.1408329962
1908	0.1408315964
1909	0.1408305756
1910	0.1408297178
1911	0.1408282801
1912	0.1408275296
1913	0.1408264045
1914	0.1408252838
1915	0.1408236591
1916	0.1408229197
1917	0.1408222596
1918	0.1408215134
1919	0.1408202477
1920	0.1408191951
1921	0.1408176828
1922	0.1408163156
1923	0.1408149253
1924	0.1408134128
1925	0.1408123643
1926	0.1408110568
1927	0.1408101742
1928	0.1408089972
1929	0.1408080789
1930	0.1408069315
1931	0.1408059839
1932	0.1408051531
1933	0.1408034436
1934	0.1408017529
1935	0.1407999428
1936	0.1407986451
1937	0.1407976038
1938	0.1407965116
1939	0.1407955729
1940	0.1407946931
1941	0.140792635
1942	0.1407916706
1943	0.1407904362
1944	0.1407898233
1945	0.140788902
1946	0.140787923
1947	0.1407867304
1948	0.1407853502
1949	0.1407847078
1950	0.1407832595
1951	0.1407821894
1952	0.1407810242
1953	0.140779991
1954	0.1407788552
1955	0.1407780581
1956	0.1407767762
1957	0.1407754241
1958	0.1407738767
1959	0.1407727185
1960	0.1407708214
1961	0.1407693139
1962	0.1407680095
1963	0.1407667452
1964	0.1407655285
1965	0.1407639407
1966	0.1407634734
1967	0.1407625065
1968	0.1407615627
1969	0.1407603115
1970	0.1407589364
1971	0.1407581291
1972	0.1407570867
1973	0.1407554789
1974	0.1407544906
1975	0.140753555
1976	0.1407513076
1977	0.1407507494
1978	0.1407493523
1979	0.1407484469
1980	0.1407473612
1981	0.1407464559
1982	0.1407455025
1983	0.1407446994
1984	0.1407435473
1985	0.1407425182
1986	0.1407414718
1987	0.1407404117
1988	0.1407389103
1989	0.1407378632
1990	0.1407371417
1991	0.1407361113
1992	0.140734771
1993	0.1407332383
1994	0.140732221
1995	0.1407308202
1996	0.140730028
1997	0.1407292883
1998	0.1407278125
1999	0.1407261092
2000	0.1407252054
2001	0.1407241833
2002	0.1407227361
2003	0.1407215777
2004	0.1407203446
2005	0.1407193016
2006	0.1407179892
2007	0.1407171376
2008	0.1407160155
2009	0.1407146424
2010	0.1407135736
2011	0.1407122217
2012	0.1407112329
2013	0.1407102332
2014	0.1407091522
2015	0.1407079864
2016	0.1407072019
2017	0.1407056327
2018	0.1407046162
2019	0.1407031505
2020	0.1407017903
2021	0.1407007419
2022	0.1406997768
2023	0.1406986797
2024	0.1406975839
2025	0.1406965462
2026	0.1406956755
2027	0.1406947648
2028	0.1406939549
2029	0.1406926031
2030	0.1406912507
2031	0.1406899817
2032	0.1406891544
2033	0.140687721
2034	0.140686849
2035	0.1406857659
2036	0.1406843641
2037	0.1406833475
2038	0.1406826572
2039	0.1406812942
2040	0.1406807732
2041	0.1406796311
2042	0.1406783408
2043	0.1406764198
2044	0.1406744538
2045	0.1406737491
2046	0.1406727292
2047	0.140672093
2048	0.1406712379
2049	0.1406703708
2050	0.1406691797
2051	0.1406685425
2052	0.1406672533
2053	0.1406666228
2054	0.1406656701
2055	0.1406642946
2056	0.1406628088
2057	0.1406614883
2058	0.140660338
2059	0.1406591418
2060	0.1406584677
2061	0.1406574776
2062	0.140655961
2063	0.140654331
2064	0.1406526631
2065	0.1406512113
2066	0.1406501932
2067	0.1406493004
2068	0.1406479465
2069	0.1406471276
2070	0.1406461605
2071	0.1406449641
2072	0.1406442892
2073	0.1406431576
2074	0.1406418884
2075	0.1406409092
2076	0.1406399831
2077	0.1406388863
2078	0.1406379705
2079	0.1406368827
2080	0.1406358594
2081	0.1406345719
2082	0.1406332852
2083	0.1406323028
2084	0.1406309735
2085	0.1406297522
2086	0.1406281483
2087	0.1406271888
2088	0.1406247495
2089	0.1406238734
2090	0.1406222476
2091	0.1406210127
2092	0.1406196038
2093	0.1406188622
2094	0.1406175229
2095	0.1406167534
2096	0.1406156187
2097	0.1406147108
2098	0.1406134687
2099	0.1406123297
2100	0.14061096
2101	0.1406100141
2102	0.1406083577
2103	0.1406073227
2104	0.1406066918
2105	0.140605118
2106	0.1406032389
2107	0.1406017652
2108	0.140600651
2109	0.140600095
2110	0.140598868
2111	0.1405975416
2112	0.1405962215
2113	0.1405953434
2114	0.1405942198
2115	0.1405934023
2116	0.1405927126
2117	0.1405919185
2118	0.1405909903
2119	0.1405897813
2120	0.1405890242
2121	0.1405877198
2122	0.1405870583
2123	0.1405856436
2124	0.1405850497
2125	0.1405840468
2126	0.1405828197
2127	0.1405816821
2128	0.1405807264
2129	0.1405800385
2130	0.1405788311
2131	0.1405779082
2132	0.1405770766
2133	0.1405761332
2134	0.1405753548
2135	0.1405743943
2136	0.1405727243
2137	0.1405713239
2138	0.1405700298
2139	0.1405690537
2140	0.1405672053
2141	0.1405657335
2142	0.1405650737
2143	0.1405644665
2144	0.1405630303
2145	0.1405622451
2146	0.1405611714
2147	0.1405600984
2148	0.1405590896
2149	0.1405583502
2150	0.1405575292
2151	0.1405560901
2152	0.1405553356
2153	0.1405537059
2154	0.1405527931
2155	0.1405515288
2156	0.1405509367
2157	0.1405497081
2158	0.1405489257
2159	0.1405477894
2160	0.1405465279
2161	0.1405452815
2162	0.1405434936
2163	0.1405424892
2164	0.140541615
2165	0.1405403995
2166	0.1405388811
2167	0.140538211
2168	0.1405371732
2169	0.1405360648
2170	0.1405343464
2171	0.1405335272
2172	0.1405327237
2173	0.1405320343
2174	0.1405311209
2175	0.1405302994
2176	0.140529373
2177	0.1405283225
2178	0.1405269366
2179	0.1405256334
2180	0.1405250124
2181	0.1405236817
2182	0.1405225985
2183	0.1405219811
2184	0.1405210967
2185	0.1405202425
2186	0.1405189065
2187	0.1405171642
2188	0.1405162516
2189	0.1405156399
2190	0.1405150028
2191	0.1405137685
2192	0.1405122695
2193	0.1405110677
2194	0.1405101149
2195	0.1405086488
2196	0.1405079901
2197	0.1405073046
2198	0.1405062772
2199	0.1405046091
2200	0.1405039548
2201	0.1405033012
2202	0.1405021458
2203	0.1405016902
2204	0.1405007813
2205	0.1405002036
2206	0.140498973
2207	0.1404983295
2208	0.1404971064
2209	0.140495778
2210	0.1404948223
2211	0.1404938499
2212	0.1404926186
2213	0.140491348
2214	0.1404905153
2215	0.1404896995
2216	0.1404889902
2217	0.1404885562
2218	0.1404872641
2219	0.1404856946
2220	0.1404850871
2221	0.1404842062
2222	0.1404828225
2223	0.1404813613
2224	0.140480271
2225	0.1404796082
2226	0.1404785914
2227	0.1404780091
2228	0.1404767522
2229	0.1404758486
2230	0.1404749371
2231	0.1404741459
2232	0.1404729263
2233	0.1404718973
2234	0.140470743
2235	0.1404698012
2236	0.1404686608
2237	0.1404682256
2238	0.1404672284
2239	0.1404661545
2240	0.1404653502
2241	0.1404641246
2242	0.1404626592
2243	0.1404615674
2244	0.1404604292
2245	0.1404594015
2246	0.1404585128
2247	0.1404573548
2248	0.1404565886
2249	0.1404556696
2250	0.1404545754
2251	0.1404538236
2252	0.1404527188
2253	0.1404514343
2254	0.1404508043
2255	0.1404493645
2256	0.1404478411
2257	0.140446646
2258	0.1404455656
2259	0.1404443247
2260	0.1404436903
2261	0.1404427847
2262	0.1404414804
2263	0.1404404407
2264	0.1404396763
2265	0.1404385483
2266	0.1404374907
2267	0.1404363088
2268	0.1404352147
2269	0.1404344535
2270	0.1404331364
2271	0.1404322635
2272	0.1404314668
2273	0.1404307209
2274	0.140430044
2275	0.1404291951
2276	0.1404284533
2277	0.1404274582
2278	0.140426521
2279	0.1404251949
2280	0.1404242141
2281	0.1404234605
2282	0.1404226543
2283	0.1404219467
2284	0.1404210496
2285	0.1404196803
2286	0.1404188336
2287	0.140417987
2288	0.1404166945
2289	0.1404159579
2290	0.14041477
2291	0.1404137959
2292	0.1404126649
2293	0.1404116167
2294	0.1404100904
2295	0.1404091976
2296	0.1404083959
2297	0.1404077096
2298	0.1404065687
2299	0.1404053454
2300	0.1404045721
2301	0.1404038242
2302	0.1404027145
2303	0.1404016168
2304	0.1404010371
2305	0.140399305
2306	0.1403976794
2307	0.1403969334
2308	0.1403957705
2309	0.1403946586
2310	0.1403936846
2311	0.1403924709
2312	0.1403913652
2313	0.1403905764
2314	0.1403893606
2315	0.1403885912
2316	0.140387622
2317	0.1403867809
2318	0.1403858112
2319	0.1403844662
2320	0.1403834947
2321	0.1403823083
2322	0.1403812205
2323	0.1403802939
2324	0.140379874
2325	0.140378402
2326	0.1403776989
2327	0.1403762006
2328	0.1403753242
2329	0.1403740907
2330	0.1403730726
2331	0.1403717477
2332	0.1403706739
2333	0.14036967
2334	0.1403687014
2335	0.1403677702
2336	0.1403668053
2337	0.1403653929
2338	0.1403640271
2339	0.1403626345
2340	0.1403618604
2341	0.1403612137
2342	0.1403607222
2343	0.1403598699
2344	0.1403589162
2345	0.1403572189
2346	0.1403561975
2347	0.1403545505
2348	0.1403538863
2349	0.1403526996
2350	0.1403521183
2351	0.140350619
2352	0.1403500293
2353	0.1403491185
2354	0.1403482802
2355	0.1403471818
2356	0.1403460858
2357	0.1403451228
2358	0.1403433007
2359	0.1403427327
2360	0.1403418178
2361	0.1403404746
2362	0.1403393315
2363	0.1403379118
2364	0.1403368397
2365	0.1403361449
2366	0.1403354903
2367	0.1403348388
2368	0.140333301
2369	0.1403323283
2370	0.1403313616
2371	0.1403306133
2372	0.1403298397
2373	0.1403290873
2374	0.1403286574
2375	0.1403276523
2376	0.1403266229
2377	0.1403257687
2378	0.1403246317
2379	0.140323502
2380	0.140322222
2381	0.1403211974
2382	0.1403201994
2383	0.1403190144
2384	0.1403183613
2385	0.1403172431
2386	0.1403157741
2387	0.1403152584
2388	0.1403143815
2389	0.1403134507
2390	0.1403121742
2391	0.1403110732
2392	0.1403099171
2393	0.140309263
2394	0.1403081628
2395	0.1403072706
2396	0.1403059532
2397	0.1403050474
2398	0.1403037722
2399	0.1403027999
2400	0.1403019261
2401	0.1403011928
2402	0.1403002173
2403	0.1402992983
2404	0.1402984696
2405	0.1402976589
2406	0.1402966991
2407	0.1402956814
2408	0.1402951496
2409	0.140294702
2410	0.1402940473
2411	0.1402931274
2412	0.1402920442
2413	0.1402912114
2414	0.1402904689
2415	0.1402894368
2416	0.1402885699
2417	0.1402877717
2418	0.1402869917
2419	0.1402858683
2420	0.1402847511
2421	0.1402837199
2422	0.1402831047
2423	0.1402824114
2424	0.1402813517
2425	0.1402803127
2426	0.1402796562
2427	0.1402784025
2428	0.1402775933
2429	0.1402766042
2430	0.1402758384
2431	0.1402752327
2432	0.1402743638
2433	0.1402737393
2434	0.1402723068
2435	0.1402716199
2436	0.1402710755
2437	0.1402701031
2438	0.140268993
2439	0.1402681805
2440	0.1402670976
2441	0.1402657983
2442	0.1402652777
2443	0.1402645187
2444	0.1402639769
2445	0.1402630885
2446	0.1402625337
2447	0.1402616926
2448	0.1402609953
2449	0.1402600749
2450	0.1402586181
2451	0.140257514
2452	0.1402566491
2453	0.14025533
2454	0.1402545329
2455	0.1402536593
2456	0.1402526875
2457	0.1402515417
2458	0.140251017
2459	0.1402502058
2460	0.1402497567
2461	0.1402483892
2462	0.1402476126
2463	0.1402462627
2464	0.1402453669
2465	0.1402444075
2466	0.1402434834
2467	0.1402429661
2468	0.1402421372
2469	0.1402410795
2470	0.1402400334
2471	0.1402395636
2472	0.1402384916
2473	0.1402378137
2474	0.140236775
2475	0.1402358013
2476	0.1402347108
2477	0.1402332601
2478	0.1402320186
2479	0.1402311267
2480	0.1402303652
2481	0.1402297194
2482	0.1402290887
2483	0.1402281825
2484	0.1402276175
2485	0.1402262496
2486	0.1402252077
2487	0.1402243783
2488	0.1402235706
2489	0.140222834
2490	0.1402221078
2491	0.1402216687
2492	0.1402206601
2493	0.1402199285
2494	0.1402190763
2495	0.140218533
2496	0.1402181003
2497	0.1402174716
2498	0.1402166866
2499	0.1402157541
2500	0.1402151014
2501	0.1402140757
2502	0.1402131358
2503	0.1402121555
2504	0.1402117964
2505	0.1402107611
2506	0.1402102037
2507	0.1402094019
2508	0.1402082564
2509	0.1402075613
2510	0.140206721
2511	0.1402060945
2512	0.140205243
2513	0.1402042948
2514	0.1402032576
2515	0.1402025377
2516	0.1402013988
2517	0.1402009669
2518	0.1402000186
2519	0.1401992854
2520	0.1401980837
2521	0.1401972508
2522	0.1401965692
2523	0.1401957405
2524	0.1401953589
2525	0.1401950018
2526	0.1401937893
2527	0.1401928684
2528	0.1401922881
2529	0.1401916524
2530	0.1401906243
2531	0.140189592
2532	0.1401886922
2533	0.1401875631
2534	0.1401868688
2535	0.1401861057
2536	0.1401855456
2537	0.1401845593
2538	0.1401837136
2539	0.1401833006
2540	0.1401827033
2541	0.1401816174
2542	0.1401805647
2543	0.1401795317
2544	0.1401785624
2545	0.1401781836
2546	0.1401768412
2547	0.1401761921
2548	0.1401751539
2549	0.140174218
2550	0.1401732929
2551	0.1401726879
2552	0.1401710549
2553	0.1401700787
2554	0.140169141
2555	0.1401683332
2556	0.1401672856
2557	0.1401663295
2558	0.1401653927
2559	0.1401642908
2560	0.1401635474
2561	0.140162525
2562	0.1401615739
2563	0.140160746
2564	0.1401595181
2565	0.1401588746
2566	0.1401584284
2567	0.1401578681
2568	0.1401565589
2569	0.1401560002
2570	0.1401548132
2571	0.1401541947
2572	0.1401531753
2573	0.1401519227
2574	0.1401514436
2575	0.1401505973
2576	0.1401493079
2577	0.140148
2578	0.1401473004
2579	0.1401467288
2580	0.1401461505
2581	0.1401453183
2582	0.1401445675
2583	0.1401440062
2584	0.140143574
2585	0.1401427461
2586	0.1401419178
2587	0.1401408626
2588	0.1401403757
2589	0.1401398067
2590	0.1401389104
2591	0.1401381207
2592	0.1401371473
2593	0.1401362047
2594	0.1401355735
2595	0.140134747
2596	0.1401337652
2597	0.1401330367
2598	0.1401323538
2599	0.140131396
2600	0.1401304985
2601	0.1401297444
2602	0.1401290135
2603	0.1401283485
2604	0.1401275537
2605	0.1401268018
2606	0.1401258911
2607	0.1401250258
2608	0.1401244741
2609	0.1401236095
2610	0.140122929
2611	0.1401222451
2612	0.1401214148
2613	0.1401204754
2614	0.1401197171
2615	0.1401185419
2616	0.1401174519
2617	0.140116375
2618	0.1401157032
2619	0.1401148216
2620	0.1401138231
2621	0.1401128578
2622	0.1401122862
2623	0.1401113375
2624	0.1401107027
2625	0.1401097244
2626	0.1401090217
2627	0.1401073707
2628	0.1401068008
2629	0.1401061996
2630	0.1401054239
2631	0.1401042471
2632	0.1401034116
2633	0.1401024563
2634	0.1401019709
2635	0.1401006502
2636	0.1400994444
2637	0.1400987348
2638	0.1400981712
2639	0.1400971923
2640	0.1400967223
2641	0.1400958606
2642	0.1400944271
2643	0.1400936296
2644	0.1400931801
2645	0.1400927466
2646	0.1400919501
2647	0.1400909872
2648	0.1400902575
2649	0.1400894726
2650	0.1400889513
2651	0.1400880637
2652	0.1400866346
2653	0.1400860075
2654	0.1400850267
2655	0.1400842685
2656	0.1400836676
2657	0.1400828386
2658	0.1400822813
2659	0.1400815049
2660	0.1400811188
2661	0.1400805551
2662	0.1400799454
2663	0.1400794131
2664	0.14007887
2665	0.1400780818
2666	0.1400772759
2667	0.1400765267
2668	0.1400759469
2669	0.1400752665
2670	0.1400743692
2671	0.1400729572
2672	0.1400723589
2673	0.1400720043
2674	0.1400712315
2675	0.1400704755
2676	0.1400699669
2677	0.1400694416
2678	0.1400688868
2679	0.1400679722
2680	0.1400673225
2681	0.1400663458
2682	0.1400653336
2683	0.1400639515
2684	0.1400630559
2685	0.1400621198
2686	0.140061365
2687	0.1400607261
2688	0.1400600103
2689	0.1400593217
2690	0.1400582559
2691	0.1400573467
2692	0.1400564741
2693	0.140056027
2694	0.1400553093
2695	0.1400544206
2696	0.1400536636
2697	0.1400527727
2698	0.1400518431
2699	0.1400511757
2700	0.1400504213
2701	0.1400496691
2702	0.140048946
2703	0.1400480853
2704	0.1400473661
2705	0.1400464183
2706	0.1400455029
2707	0.1400445187
2708	0.1400439056
2709	0.1400431758
2710	0.1400419161
2711	0.1400412065
2712	0.1400404469
2713	0.1400398378
2714	0.1400392763
2715	0.1400386831
2716	0.1400379624
2717	0.1400373876
2718	0.14003662
2719	0.1400358067
2720	0.1400346436
2721	0.1400342348
2722	0.1400330389
2723	0.1400324418
2724	0.1400317637
2725	0.1400312862
2726	0.1400304553
2727	0.1400296351
2728	0.1400288378
2729	0.1400282132
2730	0.1400273158
2731	0.1400266206
2732	0.1400259339
2733	0.140025035
2734	0.1400242617
2735	0.1400234607
2736	0.1400227675
2737	0.1400222975
2738	0.140021348
2739	0.1400203411
2740	0.1400196397
2741	0.1400188485
2742	0.1400184438
2743	0.140017473
2744	0.1400170235
2745	0.1400160439
2746	0.1400150464
2747	0.1400144636
2748	0.1400136941
2749	0.1400129004
2750	0.1400116735
2751	0.140011318
2752	0.140010678
2753	0.1400098728
2754	0.1400092045
2755	0.1400083864
2756	0.1400072412
2757	0.1400063676
2758	0.140005765
2759	0.1400051548
2760	0.1400045009
2761	0.1400036903
2762	0.1400029111
2763	0.1400023948
2764	0.1400018805
2765	0.1400010796
2766	0.1400008151
2767	0.1400000233
2768	0.1399994801
2769	0.139998062
2770	0.139996626
2771	0.1399959807
2772	0.1399948943
2773	0.1399945984
2774	0.1399936497
2775	0.1399930654
2776	0.1399921595
2777	0.1399914227
2778	0.1399907223
2779	0.1399899234
2780	0.1399891156
2781	0.1399881274
2782	0.1399875072
2783	0.1399867841
2784	0.1399861114
2785	0.1399852499
2786	0.1399848957
2787	0.1399838904
2788	0.1399833257
2789	0.1399822778
2790	0.1399817345
2791	0.1399805466
2792	0.1399798495
2793	0.1399787505
2794	0.1399783314
2795	0.139977441
2796	0.139977137
2797	0.1399765336
2798	0.1399759974
2799	0.1399754142
2800	0.1399744064
2801	0.1399736632
2802	0.139973082
2803	0.1399721787
2804	0.1399711563
2805	0.139970435
2806	0.1399698944
2807	0.1399688083
2808	0.1399681456
2809	0.1399670356
2810	0.1399664925
2811	0.1399660189
2812	0.1399652777
2813	0.1399650254
2814	0.1399642741
2815	0.1399634456
2816	0.13996218
2817	0.1399618398
2818	0.1399611665
2819	0.1399606679
2820	0.1399600427
2821	0.139959438
2822	0.1399588363
2823	0.1399577974
2824	0.1399569936
2825	0.1399563976
2826	0.1399556544
2827	0.1399551224
2828	0.1399537968
2829	0.1399534037
2830	0.1399525107
2831	0.1399519996
2832	0.139951155
2833	0.1399506142
2834	0.1399497143
2835	0.1399488747
2836	0.1399473053
2837	0.1399464577
2838	0.1399454769
2839	0.1399445944
2840	0.1399431025
2841	0.1399421721
2842	0.1399413404
2843	0.139940798
2844	0.1399396084
2845	0.1399389595
2846	0.1399381014
2847	0.1399374351
2848	0.1399366368
2849	0.1399358391
2850	0.1399348528
2851	0.1399340825
2852	0.1399332069
2853	0.1399324925
2854	0.1399314079
2855	0.1399309233
2856	0.1399304316
2857	0.1399296985
2858	0.1399291457
2859	0.1399288526
2860	0.1399284155
2861	0.1399278347
2862	0.1399271931
2863	0.1399263786
2864	0.1399258373
2865	0.1399250148
2866	0.1399246911
2867	0.1399235172
2868	0.139923019
2869	0.1399226454
2870	0.1399221549
2871	0.139921351
2872	0.1399206069
2873	0.1399197739
2874	0.1399190051
2875	0.1399182518
2876	0.1399174147
2877	0.1399168455
2878	0.1399162753
2879	0.1399157627
2880	0.1399149097
2881	0.1399142286
2882	0.1399135843
2883	0.1399129002
2884	0.1399125209
2885	0.1399117169
2886	0.1399108114
2887	0.1399102545
2888	0.1399094805
2889	0.1399088965
2890	0.139908315
2891	0.1399074302
2892	0.1399063531
2893	0.1399058604
2894	0.1399055559
2895	0.1399047474
2896	0.1399038858
2897	0.1399026973
2898	0.1399016858
2899	0.1399009562
2900	0.1399001423
2901	0.1398996845
2902	0.1398988272
2903	0.1398980816
2904	0.1398971623
2905	0.1398965227
2906	0.1398955933
2907	0.1398949268
2908	0.1398944793
2909	0.1398938254
2910	0.1398928465
2911	0.1398923054
2912	0.1398912366
2913	0.1398904062
2914	0.1398899074
2915	0.1398895163
2916	0.1398892493
2917	0.1398882107
2918	0.1398873649
2919	0.1398868047
2920	0.1398861294
2921	0.1398855759
2922	0.139884823
2923	0.1398842757
2924	0.1398832934
2925	0.1398823386
