iter	MAE
238	0.1504128301
239	0.1503446896
240	0.1503079379
241	0.1502771706
242	0.1502129625
243	0.1501747226
244	0.1501116839
245	0.1500512294
246	0.1500136092
247	0.1499785826
248	0.1499520783
249	0.1499207008
250	0.1498895773
251	0.1498538693
252	0.1498066881
253	0.1497822945
254	0.1497563985
255	0.149699553
256	0.1496676864
257	0.1496376904
258	0.1496154897
259	0.1495706695
260	0.1495205476
261	0.1494915127
262	0.1494629129
263	0.1494412305
264	0.1493915953
265	0.1493450153
266	0.149325411
267	0.1492766975
268	0.1492476114
269	0.1492239302
270	0.149179576
271	0.1491475995
272	0.1491201449
273	0.1490942136
274	0.1490577164
275	0.1490127742
276	0.1489849088
277	0.1489644732
278	0.1489285185
279	0.1489099176
280	0.1488896394
281	0.1488544496
282	0.1488369136
283	0.148817748
284	0.1487988892
285	0.1487597496
286	0.1487430322
287	0.1487046533
288	0.1486829162
289	0.1486618068
290	0.1486421895
291	0.1486235124
292	0.1486052274
293	0.1485805881
294	0.1485579822
295	0.1485271148
296	0.1485036678
297	0.1484883075
298	0.1484658901
299	0.1484495415
300	0.1484252563
301	0.1483897726
302	0.1483763433
303	0.1483609055
304	0.1483437474
305	0.1483275526
306	0.1483006513
307	0.1482873536
308	0.1482651231
309	0.1482305088
310	0.1481985329
311	0.1481824194
312	0.1481636013
313	0.1481326469
314	0.148121027
315	0.1480888641
316	0.1480745747
317	0.1480608534
318	0.1480470337
319	0.1480317468
320	0.1480032832
321	0.1479922236
322	0.1479716669
323	0.1479496516
324	0.1479222605
325	0.1479077347
326	0.1478914397
327	0.1478776145
328	0.1478657126
329	0.1478517611
330	0.147838596
331	0.1478074176
332	0.1477906571
333	0.1477635715
334	0.1477371207
335	0.147721998
336	0.1477028285
337	0.1476858575
338	0.1476628435
339	0.1476470597
340	0.147636828
341	0.1476236373
342	0.1475975875
343	0.1475835324
344	0.1475688974
345	0.1475508308
346	0.147539595
347	0.1475220918
348	0.1475025153
349	0.1474885283
350	0.1474669806
351	0.1474510835
352	0.1474378252
353	0.1474250441
354	0.1474104263
355	0.1474005624
356	0.1473827667
357	0.1473691619
358	0.1473452525
359	0.1473238997
360	0.1473049877
361	0.1472882226
362	0.1472669061
363	0.1472567653
364	0.1472420325
365	0.1472307976
366	0.1472210529
367	0.147205311
368	0.1471931881
369	0.1471774899
370	0.147158898
371	0.1471410368
372	0.1471220144
373	0.1471039681
374	0.1470879028
375	0.1470764787
376	0.1470673101
377	0.1470522221
378	0.1470381685
379	0.1470303144
380	0.147010552
381	0.1470004366
382	0.1469875388
383	0.1469756845
384	0.1469566046
385	0.1469479465
386	0.1469335601
387	0.1469236952
388	0.1469124733
389	0.1469035127
390	0.146888696
391	0.1468626702
392	0.1468451315
393	0.1468286685
394	0.1468137225
395	0.1467955783
396	0.1467810651
397	0.1467694098
398	0.1467524684
399	0.1467372517
400	0.1467281788
401	0.146714124
402	0.1466952321
403	0.1466851483
404	0.1466724412
405	0.146664011
406	0.146649009
407	0.1466331561
408	0.1466236535
409	0.1466113072
410	0.1466003515
411	0.146586754
412	0.1465765052
413	0.1465690158
414	0.1465583781
415	0.1465484459
416	0.1465322603
417	0.1465167792
418	0.1465026204
419	0.1464951227
420	0.1464807833
421	0.1464641437
422	0.1464553824
423	0.146448128
424	0.1464374501
425	0.1464299261
426	0.1464152847
427	0.1464004075
428	0.1463853552
429	0.1463712536
430	0.1463640551
431	0.1463505124
432	0.1463407418
433	0.1463348443
434	0.1463238407
435	0.1463116689
436	0.146293874
437	0.1462785183
438	0.1462653939
439	0.1462551867
440	0.1462449647
441	0.1462357247
442	0.1462233731
443	0.1462119948
444	0.1462043737
445	0.1461941798
446	0.146185698
447	0.1461732057
448	0.1461543615
449	0.1461435899
450	0.1461325903
451	0.1461223133
452	0.1461112594
453	0.1461035646
454	0.1460907016
455	0.1460734005
456	0.1460658008
457	0.1460574522
458	0.146046836
459	0.1460385806
460	0.1460297764
461	0.1460189668
462	0.1460114942
463	0.1459955716
464	0.1459814414
465	0.1459720327
466	0.1459652393
467	0.1459576523
468	0.1459450164
469	0.1459326631
470	0.1459125305
471	0.1459071049
472	0.145897129
473	0.1458891525
474	0.1458806013
475	0.1458735427
476	0.1458651238
477	0.1458535903
478	0.1458371346
479	0.1458288444
480	0.1458160585
481	0.1458079403
482	0.1457997324
483	0.1457933396
484	0.1457846194
485	0.1457736665
486	0.1457659841
487	0.1457558497
488	0.1457484908
489	0.1457368855
490	0.145723728
491	0.145716386
492	0.1456996695
493	0.1456921258
494	0.1456859769
495	0.1456731298
496	0.1456593193
497	0.1456479365
498	0.145639452
499	0.1456309938
500	0.1456206406
501	0.1456115114
502	0.1455964101
503	0.1455865646
504	0.1455769224
505	0.1455643672
506	0.1455578149
507	0.1455489946
508	0.1455355321
509	0.1455265276
510	0.1455201363
511	0.1455069368
512	0.1454984071
513	0.1454925659
514	0.1454827607
515	0.1454765675
516	0.1454694284
517	0.1454651036
518	0.1454566492
519	0.1454516251
520	0.1454453101
521	0.1454374589
522	0.1454304423
523	0.1454193933
524	0.1454114788
525	0.1454040173
526	0.1453952161
527	0.1453853479
528	0.1453779102
529	0.1453643884
530	0.1453599042
531	0.1453485624
532	0.1453418567
533	0.1453300843
534	0.1453235123
535	0.14531497
536	0.1453097606
537	0.1453034964
538	0.1452983346
539	0.1452883829
540	0.1452807948
541	0.1452721773
542	0.1452643676
543	0.1452577748
544	0.145251805
545	0.1452458807
546	0.1452324664
547	0.1452229949
548	0.1452117926
549	0.1452010642
550	0.1451955214
551	0.145188498
552	0.1451805033
553	0.1451743336
554	0.1451680631
555	0.1451593054
556	0.1451503557
557	0.1451428734
558	0.1451385238
559	0.1451291794
560	0.145123456
561	0.1451178623
562	0.1451085592
563	0.1451011829
564	0.1450965234
565	0.1450902058
566	0.1450843621
567	0.1450794695
568	0.1450736887
569	0.1450626488
570	0.1450565607
571	0.1450527857
572	0.1450429835
573	0.145035394
574	0.1450279398
575	0.1450222708
576	0.1450161307
577	0.145008789
578	0.1450025092
579	0.1449953124
580	0.1449885463
581	0.1449803202
582	0.1449683012
583	0.1449596236
584	0.144949585
585	0.1449423292
586	0.1449385453
587	0.144932484
588	0.1449252342
589	0.1449171302
590	0.144902783
591	0.1448914084
592	0.1448804319
593	0.144870871
594	0.1448634424
595	0.1448577304
596	0.1448477096
597	0.1448418623
598	0.1448349199
599	0.1448286568
600	0.1448173758
601	0.1448090347
602	0.1448036502
603	0.1447985698
604	0.1447916846
605	0.1447861854
606	0.1447814247
607	0.1447760892
608	0.144771509
609	0.1447580732
610	0.1447521813
611	0.14474279
612	0.1447368273
613	0.1447315375
614	0.1447247151
615	0.1447189919
616	0.1447126735
617	0.1447039414
618	0.1446983545
619	0.1446927484
620	0.1446883961
621	0.1446823288
622	0.1446779579
623	0.1446722729
624	0.1446670718
625	0.1446588941
626	0.1446533315
627	0.1446485382
628	0.1446367414
629	0.1446317774
630	0.1446221037
631	0.1446144513
632	0.1446089514
633	0.1446039567
634	0.1445989499
635	0.1445899222
636	0.1445850118
637	0.144580171
638	0.1445714334
639	0.1445630214
640	0.144555383
641	0.1445490132
642	0.1445445389
643	0.144538556
644	0.1445294844
645	0.144523857
646	0.1445152329
647	0.1445081556
648	0.1445007006
649	0.1444951594
650	0.1444873271
651	0.1444804526
652	0.1444744484
653	0.1444686588
654	0.1444626968
655	0.1444564189
656	0.1444459927
657	0.1444371776
658	0.1444326152
659	0.1444259118
660	0.1444205046
661	0.1444163115
662	0.1444066435
663	0.1444001802
664	0.144393832
665	0.1443868393
666	0.1443786249
667	0.1443743556
668	0.1443648239
669	0.1443606437
670	0.1443546879
671	0.1443486076
672	0.1443429416
673	0.1443388357
674	0.1443326593
675	0.144325905
676	0.1443195834
677	0.1443136987
678	0.1443103466
679	0.1443046517
680	0.1442955964
681	0.1442910262
682	0.1442863349
683	0.1442820324
684	0.1442774936
685	0.1442719306
686	0.1442664361
687	0.1442603415
688	0.1442535676
689	0.144248984
690	0.1442438209
691	0.1442375781
692	0.1442345912
693	0.1442271047
694	0.1442229833
695	0.1442142791
696	0.144204033
697	0.1441986922
698	0.1441920482
699	0.1441832803
700	0.144179123
701	0.1441744389
702	0.1441600723
703	0.1441539339
704	0.1441503073
705	0.1441447832
706	0.1441406035
707	0.1441297539
708	0.1441250641
709	0.144119979
710	0.1441134237
711	0.1441083972
712	0.1441000963
713	0.1440944945
714	0.1440913524
715	0.1440872931
716	0.1440811129
717	0.1440746663
718	0.144067121
719	0.1440613132
720	0.1440565657
721	0.1440504367
722	0.1440446684
723	0.1440415987
724	0.1440359583
725	0.144032564
726	0.1440280358
727	0.1440214894
728	0.1440171512
729	0.1440128535
730	0.1440091387
731	0.1440014933
732	0.1439968603
733	0.1439907419
734	0.1439866061
735	0.143982165
736	0.1439784119
737	0.1439741361
738	0.1439661373
739	0.1439620779
740	0.1439571241
741	0.1439542137
742	0.1439481035
743	0.1439427597
744	0.1439367114
745	0.1439305399
746	0.1439210939
747	0.1439144716
748	0.1439095241
749	0.1439063353
750	0.1439024339
751	0.1438977542
752	0.1438928799
753	0.143889137
754	0.1438827028
755	0.1438785404
756	0.1438755838
757	0.1438672428
758	0.1438583854
759	0.143853713
760	0.1438491378
761	0.1438459908
762	0.14383863
763	0.1438348292
764	0.1438275271
765	0.1438220745
766	0.1438092495
767	0.1438052634
768	0.1437992174
769	0.1437957366
770	0.1437932165
771	0.1437882146
772	0.1437802007
773	0.1437767066
774	0.1437700799
775	0.1437653752
776	0.1437615295
777	0.1437573806
778	0.143754086
779	0.1437475697
780	0.1437430763
781	0.1437363687
782	0.1437292767
783	0.1437234099
784	0.1437210059
785	0.1437182786
786	0.1437146282
787	0.1437104081
788	0.1437034781
789	0.1436978738
790	0.1436941951
791	0.1436913388
792	0.1436852391
793	0.1436790648
794	0.1436734244
795	0.1436695259
796	0.1436658298
797	0.1436614143
798	0.1436586367
799	0.1436542158
800	0.1436490649
801	0.1436446765
802	0.1436386633
803	0.1436351503
804	0.1436310172
805	0.1436261525
806	0.1436229654
807	0.1436196165
808	0.1436140266
809	0.1436105934
810	0.1436081512
811	0.1436026585
812	0.1435993656
813	0.1435956052
814	0.1435909855
815	0.1435859566
816	0.1435821906
817	0.1435749483
818	0.1435725226
819	0.1435695182
820	0.1435662612
821	0.1435623459
822	0.1435578938
823	0.1435559163
824	0.1435529128
825	0.143547402
826	0.1435444077
827	0.1435397846
828	0.1435368311
829	0.1435335272
830	0.1435292007
831	0.1435267286
832	0.1435223136
833	0.1435177338
834	0.143513017
835	0.1435019052
836	0.1434999431
837	0.1434964553
838	0.143491597
839	0.1434849224
840	0.1434805267
841	0.1434761535
842	0.1434720843
843	0.1434699039
844	0.1434644579
845	0.1434619379
846	0.1434537168
847	0.1434485105
848	0.1434447639
849	0.1434419274
850	0.1434373083
851	0.1434235561
852	0.1434186404
853	0.1434139735
854	0.1434091982
855	0.1434053611
856	0.1434032477
857	0.143398987
858	0.143394686
859	0.1433908531
860	0.1433865505
861	0.1433814367
862	0.1433759495
863	0.143373487
864	0.1433658279
865	0.1433625692
866	0.1433571706
867	0.143355351
868	0.1433529628
869	0.1433478947
870	0.143344581
871	0.1433410689
872	0.1433366648
873	0.1433326351
874	0.1433281494
875	0.1433258258
876	0.1433198528
877	0.1433165666
878	0.143312046
879	0.1433101454
880	0.1433059066
881	0.1433027357
882	0.1432999549
883	0.1432934556
884	0.143279943
885	0.1432756788
886	0.1432713207
887	0.1432674943
888	0.1432570133
889	0.143252374
890	0.1432494
891	0.1432454109
892	0.1432413267
893	0.1432372772
894	0.1432324654
895	0.1432299677
896	0.1432258751
897	0.1432220338
898	0.1432181728
899	0.1432152694
900	0.1432114781
901	0.1432061768
902	0.1432011659
903	0.1431983804
904	0.1431966013
905	0.1431938011
906	0.1431883544
907	0.1431853591
908	0.1431802132
909	0.1431764304
910	0.1431733134
911	0.1431703898
912	0.1431672498
913	0.1431643699
914	0.1431619218
915	0.1431580024
916	0.1431553781
917	0.1431514954
918	0.1431487714
919	0.1431458386
920	0.1431422883
921	0.1431408349
922	0.1431383509
923	0.1431342882
924	0.1431298995
925	0.143127715
926	0.1431256647
927	0.1431133588
928	0.1431121805
929	0.1431086492
930	0.1431036239
931	0.1430990406
932	0.1430976421
933	0.1430899262
934	0.1430858387
935	0.1430819904
936	0.1430789504
937	0.1430764946
938	0.1430739177
939	0.1430706107
940	0.1430656386
941	0.1430619599
942	0.1430578875
943	0.1430540979
944	0.143049024
945	0.143047102
946	0.1430446458
947	0.1430412447
948	0.1430383858
949	0.1430330517
950	0.1430290869
951	0.1430266736
952	0.1430248234
953	0.143022219
954	0.1430203163
955	0.1430178054
956	0.1430147629
957	0.1430097269
958	0.1430071042
959	0.14300468
960	0.1430014253
961	0.1429981132
962	0.1429952471
963	0.1429910239
964	0.142987533
965	0.1429846487
966	0.1429811031
967	0.1429767813
968	0.1429743881
969	0.1429706358
970	0.1429681998
971	0.14296533
972	0.1429613036
973	0.1429579217
974	0.1429533169
975	0.1429501755
976	0.1429477233
977	0.1429446571
978	0.1429406352
979	0.1429361308
980	0.1429330109
981	0.1429299712
982	0.1429263528
983	0.1429227329
984	0.1429191581
985	0.1429144359
986	0.1429109143
987	0.1429086884
988	0.1429063765
989	0.1429043465
990	0.1429006107
991	0.1428988069
992	0.1428956774
993	0.142893262
994	0.1428891386
995	0.1428852436
996	0.1428833122
997	0.1428808153
998	0.1428771696
999	0.1428747934
1000	0.1428671516
1001	0.1428624157
1002	0.1428586896
1003	0.1428555997
1004	0.1428521804
1005	0.1428481891
1006	0.142844614
1007	0.1428413018
1008	0.1428365549
1009	0.1428265528
1010	0.1428246122
1011	0.1428226859
1012	0.1428202574
1013	0.1428168989
1014	0.1428148781
1015	0.1428034291
1016	0.1427997926
1017	0.1427966559
1018	0.142785631
1019	0.142781934
1020	0.1427786074
1021	0.1427764773
1022	0.1427743277
1023	0.1427714306
1024	0.1427691315
1025	0.1427666387
1026	0.1427639352
1027	0.1427607205
1028	0.1427585121
1029	0.1427545603
1030	0.142753359
1031	0.1427506451
1032	0.142749404
1033	0.1427456591
1034	0.1427418601
1035	0.1427382074
1036	0.1427352512
1037	0.142732922
1038	0.1427301425
1039	0.1427221363
1040	0.1427191848
1041	0.1427168176
1042	0.1427127046
1043	0.1427089342
1044	0.1427057168
1045	0.1427022388
1046	0.1426991306
1047	0.1426945624
1048	0.1426917873
1049	0.1426894943
1050	0.1426850419
1051	0.1426826446
1052	0.1426808883
1053	0.1426771879
1054	0.1426751975
1055	0.142673288
1056	0.142670171
1057	0.1426682981
1058	0.1426662152
1059	0.142663742
1060	0.1426619158
1061	0.1426585148
1062	0.1426564949
1063	0.142654209
1064	0.1426439395
1065	0.1426412228
1066	0.1426391103
1067	0.1426372898
1068	0.1426338408
1069	0.1426315577
1070	0.1426294537
1071	0.1426267446
1072	0.1426248259
1073	0.1426228317
1074	0.1426209464
1075	0.1426182292
1076	0.1426087381
1077	0.1426052159
1078	0.1426013825
1079	0.1425980252
1080	0.1425951474
1081	0.1425932267
1082	0.142590325
1083	0.1425872447
1084	0.1425849414
1085	0.1425817021
1086	0.1425785224
1087	0.1425753311
1088	0.1425723909
1089	0.1425708624
1090	0.1425675939
1091	0.1425647425
1092	0.1425616711
1093	0.142558739
1094	0.1425562769
1095	0.142552828
1096	0.1425431094
1097	0.1425404985
1098	0.1425369023
1099	0.1425346709
1100	0.1425308319
1101	0.1425279375
1102	0.1425239106
1103	0.1425217454
1104	0.1425177307
1105	0.1425149558
1106	0.1425128067
1107	0.14250934
1108	0.1425076825
1109	0.1425051683
1110	0.1425023218
1111	0.1424999112
1112	0.1424982645
1113	0.142495026
1114	0.1424922921
1115	0.1424890431
1116	0.1424866042
1117	0.1424843051
1118	0.1424820151
1119	0.1424796498
1120	0.1424763076
1121	0.1424752697
1122	0.1424711219
1123	0.1424687433
1124	0.1424591529
1125	0.1424572008
1126	0.1424545581
1127	0.1424515026
1128	0.14244956
1129	0.1424470701
1130	0.142443762
1131	0.1424411246
1132	0.1424392866
1133	0.1424364237
1134	0.1424336693
1135	0.1424322249
1136	0.142429654
1137	0.1424277818
1138	0.1424254735
1139	0.1424239357
1140	0.1424224193
1141	0.14242063
1142	0.1424184837
1143	0.1424156573
1144	0.1424133415
1145	0.1424106368
1146	0.1424078629
1147	0.1424058592
1148	0.1424028662
1149	0.1424008816
1150	0.1423993946
1151	0.142395894
1152	0.1423928484
1153	0.1423910948
1154	0.142389789
1155	0.1423854192
1156	0.1423826416
1157	0.1423812305
1158	0.1423777365
1159	0.142374711
1160	0.1423728449
1161	0.1423697182
1162	0.1423682622
1163	0.1423665279
1164	0.1423629496
1165	0.1423597846
1166	0.14235703
1167	0.1423553921
1168	0.142353466
1169	0.1423434206
1170	0.1423404781
1171	0.1423382384
1172	0.1423356893
1173	0.1423331315
1174	0.1423301305
1175	0.1423263655
1176	0.1423240081
1177	0.1423216659
1178	0.1423195279
1179	0.1423179032
1180	0.1423097496
1181	0.1423073031
1182	0.1423049242
1183	0.1422965511
1184	0.1422947574
1185	0.1422916583
1186	0.1422892243
1187	0.1422870248
1188	0.1422855876
1189	0.1422838492
1190	0.1422823398
1191	0.1422797817
1192	0.142276766
1193	0.1422741263
1194	0.1422716307
1195	0.1422693071
1196	0.1422670008
1197	0.1422656693
1198	0.1422631631
1199	0.1422598558
1200	0.142257248
1201	0.1422555328
1202	0.1422526731
1203	0.1422493552
1204	0.1422469948
1205	0.1422446385
1206	0.1422413952
1207	0.1422382286
1208	0.1422357454
1209	0.1422293437
1210	0.1422267913
1211	0.1422244414
1212	0.1422230583
1213	0.1422208646
1214	0.1422194109
1215	0.142217233
1216	0.1422148991
1217	0.1422125842
1218	0.1422100379
1219	0.1422078449
1220	0.142206585
1221	0.1422057465
1222	0.1422036419
1223	0.1422004064
1224	0.1421981012
1225	0.1421963628
1226	0.1421927439
1227	0.1421897252
1228	0.1421871258
1229	0.142184004
1230	0.1421830124
1231	0.1421805355
1232	0.1421772958
1233	0.1421755038
1234	0.1421729675
1235	0.1421713313
1236	0.1421698468
1237	0.1421681926
1238	0.1421658031
1239	0.1421632591
1240	0.1421607002
1241	0.1421587147
1242	0.1421570618
1243	0.1421523086
1244	0.142151031
1245	0.1421486186
1246	0.1421472456
1247	0.1421444117
1248	0.1421431589
1249	0.1421412263
1250	0.1421389988
1251	0.1421360782
1252	0.1421331539
1253	0.1421313483
1254	0.142128703
1255	0.1421261755
1256	0.1421230784
1257	0.1421218789
1258	0.1421186644
1259	0.1421166995
1260	0.142108959
1261	0.142106506
1262	0.1421036399
1263	0.1420963916
1264	0.1420937437
1265	0.1420907405
1266	0.1420886217
1267	0.1420865597
1268	0.1420840885
1269	0.1420812863
1270	0.1420790212
1271	0.1420765893
1272	0.1420753088
1273	0.1420731488
1274	0.1420698948
1275	0.1420677847
1276	0.1420664318
1277	0.1420650871
1278	0.1420629341
1279	0.142060212
1280	0.142058206
1281	0.1420558203
1282	0.1420540932
1283	0.1420521768
1284	0.1420504028
1285	0.1420474299
1286	0.1420452821
1287	0.1420377898
1288	0.1420349634
1289	0.1420334409
1290	0.1420294088
1291	0.1420271613
1292	0.1420249369
1293	0.1420225475
1294	0.1420209519
1295	0.142018437
1296	0.1420098667
1297	0.1420074592
1298	0.142005824
1299	0.1420034672
1300	0.1419982228
1301	0.1419951791
1302	0.1419929896
1303	0.1419904967
1304	0.1419837151
1305	0.1419816497
1306	0.1419800645
1307	0.1419785424
1308	0.1419765584
1309	0.1419746263
1310	0.1419724639
1311	0.1419703607
1312	0.1419681524
1313	0.1419653571
1314	0.1419632713
1315	0.141961062
1316	0.1419593319
1317	0.1419527778
1318	0.1419510678
1319	0.1419449894
1320	0.1419434843
1321	0.1419409727
1322	0.1419391101
1323	0.1419375768
1324	0.1419358837
1325	0.1419340514
1326	0.1419320526
1327	0.1419300151
1328	0.1419278963
1329	0.1419227388
1330	0.1419205084
1331	0.1419186974
1332	0.14191735
1333	0.1419151737
1334	0.1419136558
1335	0.1419103411
1336	0.1419071704
1337	0.1419001214
1338	0.1418974546
1339	0.1418956102
1340	0.1418933547
1341	0.1418910354
1342	0.1418887596
1343	0.1418826483
1344	0.1418799113
1345	0.1418781421
1346	0.1418764632
1347	0.1418750394
1348	0.1418714777
1349	0.1418698736
1350	0.141868414
1351	0.141867028
1352	0.1418610889
1353	0.1418586254
1354	0.1418564662
1355	0.1418541517
1356	0.141851887
1357	0.1418500199
1358	0.141847724
1359	0.1418453693
1360	0.1418399757
1361	0.1418380711
1362	0.1418363005
1363	0.1418339268
1364	0.1418322629
1365	0.141829703
1366	0.1418282026
1367	0.1418267137
1368	0.1418245718
1369	0.1418226417
1370	0.1418200744
1371	0.1418184327
1372	0.1418166721
1373	0.1418148167
1374	0.1418126851
1375	0.1418107289
1376	0.1418089193
1377	0.1418072337
1378	0.1418052632
1379	0.1417993624
1380	0.1417981137
1381	0.1417966117
1382	0.141795241
1383	0.1417934061
1384	0.1417913342
1385	0.1417892203
1386	0.1417855386
1387	0.1417804977
1388	0.1417788509
1389	0.141777481
1390	0.1417762747
1391	0.1417742082
1392	0.1417726975
1393	0.1417709362
1394	0.1417678712
1395	0.14176593
1396	0.141760474
1397	0.1417587925
1398	0.1417546338
1399	0.1417531659
1400	0.1417477448
1401	0.1417455125
1402	0.141743917
1403	0.1417423498
1404	0.1417413504
1405	0.1417402785
1406	0.1417371489
1407	0.1417355605
1408	0.1417336959
1409	0.1417314103
1410	0.1417294386
1411	0.1417241233
1412	0.141719885
1413	0.1417177016
1414	0.141715727
1415	0.1417142862
1416	0.14171273
1417	0.1417104626
1418	0.1417089241
1419	0.1417071392
1420	0.1417056415
1421	0.1417038555
1422	0.1417017906
1423	0.1417001771
1424	0.1416986104
1425	0.1416968605
1426	0.1416953743
1427	0.1416934709
1428	0.1416910322
1429	0.14168926
1430	0.1416878075
1431	0.1416859364
1432	0.141684465
1433	0.1416825619
1434	0.1416801712
1435	0.1416783662
1436	0.1416764686
1437	0.1416749235
1438	0.1416729639
1439	0.1416711257
1440	0.141668134
1441	0.1416625935
1442	0.1416613243
1443	0.1416589128
1444	0.1416532878
1445	0.1416486035
1446	0.1416447554
1447	0.1416433434
1448	0.1416417442
1449	0.1416399594
1450	0.141638629
1451	0.1416370766
1452	0.1416356872
1453	0.141633748
1454	0.1416318297
1455	0.1416309269
1456	0.1416290304
1457	0.1416273865
1458	0.1416230945
1459	0.1416208642
1460	0.1416192845
1461	0.1416181084
1462	0.1416166263
1463	0.141614802
1464	0.1416135496
1465	0.141611959
1466	0.1416098141
1467	0.1416084668
1468	0.1416063063
1469	0.1416041377
1470	0.1416024533
1471	0.1416003945
1472	0.141595618
1473	0.1415945582
1474	0.1415928861
1475	0.1415884754
1476	0.1415865484
1477	0.1415819388
1478	0.1415805172
1479	0.1415782176
1480	0.1415772659
1481	0.141575023
1482	0.1415737589
1483	0.1415693007
1484	0.1415679242
1485	0.1415663148
1486	0.1415644093
1487	0.1415597272
1488	0.1415579718
1489	0.1415561665
1490	0.1415535314
1491	0.1415511212
1492	0.14154966
1493	0.141547778
1494	0.1415437671
1495	0.1415416726
1496	0.141540295
1497	0.1415362154
1498	0.1415348437
1499	0.1415334238
1500	0.1415322955
1501	0.1415281104
1502	0.1415237363
1503	0.1415219204
1504	0.1415199468
1505	0.1415181436
1506	0.141515363
1507	0.1415114159
1508	0.1415095557
1509	0.1415076983
1510	0.1415059372
1511	0.1415035782
1512	0.141502375
1513	0.1415015088
